name,food_tags,mood_tags,address,neighborhood,latitude,longitude,rating,reviews_count,price_level,phone,website,hours,permanently_closed,temporarily_closed,maps url,status
Ka'nalu,Coffee,Cafe; Al Fresco,"Skovvej 52, 2635 Ishøj",Ishøj,55.6038072,12.3853948,4.2,"1,033",,31 41 02 13,https://kanalu.dk/,Open · Closes 8.00 pm,No,No,https://www.google.com/maps/place/Ka'nalu+Cafe/data=!4m2!3m1!1s0x4652564b38b43f8f:0xe7478822fb7d2cff,success
Kadeau,New Nordic,Restaurant,"Wildersgade 10B, 1408 København",Indre By,55.6722944,12.5889809,4.7,520,,33 25 22 23,http://kadeau.dk/,Closed · Opens 6.00 pm Tue,No,No,https://www.google.com/maps/place/Kadeau/data=!4m2!3m1!1s0x4652539931768ed5:0xf58758d8147839b8,success
Kappo Ando,Asian,Restaurant,"Øster Farimagsgade 93, 2100 København",Østerbro,55.6953299,12.5793205,4.7,126,,29 82 97 46,http://www.kappoando.com/,Permanently closed,Yes,No,https://www.google.com/maps/place/Kappo+Ando/data=!4m2!3m1!1s0x465253926f350b8f:0xa7c03bf2943906d3,success
Kind Of Blue,Beer,Bar,"Ravnsborggade 17, 2200 København",Nørrebro,55.689123,12.5624428,4.6,412,,31 99 99 54,https://www.kindofblue.dk/,Closed · Opens 4.00 pm Tue,No,No,https://www.google.com/maps/place/Kind+Of+Blue/data=!4m2!3m1!1s0x46525300d73cc1ad:0xffe60ef7e5f8fe6d,success
Kissa,Cocktails,Al Fresco,"Vesterbrogade 47, 1620 København",Vesterbro,55.672001,12.5556148,4.7,163,,,http://www.jojo.dk/,Opens soon · 2.00 pm,No,No,https://www.google.com/maps/place/Kissa/data=!4m2!3m1!1s0x465253004f3d53af:0x5ec837862098a9f6,success
KU.BE,Coffee,Cafe,"Dirch Passers Allé 8A, 2000 Frederiksberg",Frederiksberg,55.6830558,12.5055737,4.4,"1,708",,28 98 09 24,http://kube.frederiksberg.dk/,Open · Closes 7.00 pm,No,No,https://www.google.com/maps/place/KU.BE/data=!4m2!3m1!1s0x465253c4aaff96db:0xb57528b2ddb703c5,success
Kung Fu,Asian,Restaurant,"Ravnsborggade 16B, 2200 København",Nørrebro,55.6889291,12.5625905,4.4,552,,40 63 69 76,http://kungfubar.dk/,Closed · Opens 5.00 pm,No,No,https://www.google.com/maps/place/Kung+Fu+Restaurant+%26+Izakaya+Ramen+Bar/data=!4m2!3m1!1s0x46525300d7aa0263:0x23663f9fb462619f,success
Københavns Bageri,Fastelavnsbolle,Bakery,"Flaskehalsen 22, 1799 København",Vesterbro,55.6646938,12.5354426,4.6,299,,,https://www.earnest-eats.dk/projects-1/koebenhavnsbageri,Open · Closes 6.00 pm,No,No,https://www.google.com/maps/place/K%C3%B8benhavns+Bageri/data=!4m2!3m1!1s0x4652532c32841b61:0x289933757748ada0,success
Københavns Toldbod,Brunch,Restaurant; Al Fresco,"Nordre Toldbod 18-24, 1259 København",Indre By,55.6896711,12.5998306,3.9,"2,308",,33 93 07 60,https://seasidecph.dk/,,No,No,https://www.google.com/maps/place/K%C3%B8benhavns+Toldbod/data=!4m2!3m1!1s0x46525320a2f39d8b:0x133478b9f8d51c59,success
Kødbyens Fiskebar,Fish,Restaurant,"Flæsketorvet 100, 1711 København",Vesterbro,55.6678839,12.5592894,4.3,"4,826",,32 15 56 56,https://fiskebaren.dk/,,No,No,https://www.google.com/maps/place/K%C3%B8dbyens+Fiskebar/data=!4m2!3m1!1s0x46525373be55afe9:0xfd964541f10941ef,success
Kølsters Tolv Haner,Beer,Bar,"Rantzausgade 56, 2200 København",Nørrebro,55.6875956,12.5470752,4.4,683,,,https://www.facebook.com/tolvhaner/,Closed · Opens 3.00 pm,No,No,https://www.google.com/maps/place/K%C3%B8lsters+Tolv+Haner/data=!4m2!3m1!1s0x465253aee1108fab:0x5b39eca27b06d5a2,success
La Banchina,Street Food,Cafe; Al Fresco,"Refshalevej 141, 1432 København",Refshaleøen,55.6893015,12.6109311,4.6,"1,834",,31 26 65 61,http://www.labanchina.dk/,,No,No,https://www.google.com/maps/place/La+Banchina/data=!4m2!3m1!1s0x465252d7e174647b:0x4b04e382875aca3e,success
La Cabra,Coffee; Fastelavnsbolle,Cafe,"Møntergade 3A, 1116 København",Indre By,55.6815858,12.5790398,4.4,715,,,http://www.lacabra.com/montergade,Open · Closes 6.00 pm,No,No,https://www.google.com/maps/place/La+Cabra/data=!4m2!3m1!1s0x4652531be6ee4763:0x5ed8f336225d6b3b,success
La Cabra,Coffee; Fastelavnsbolle,Cafe,"Århusgade 118X, 2150 København",Nordhavn,55.707163,12.5920549,4.6,116,,,https://lacabra.com/pages/nordhavn,Open · Closes 6.00 pm,No,No,https://www.google.com/maps/place/La+Cabra/data=!4m2!3m1!1s0x46525314a7b7ede7:0x3a4a1e0f4b65854f,success
La Vecchia Signora,Italian; Pizza,Restaurant,"Grønnegade 12 - 14, 1107 København",Indre By,55.6809327,12.5825617,4.4,"2,625",,33 16 00 48,http://www.lavecchiasignora.dk/,Open · Closes 4.00 pm · Reopens 5.00 pm,No,No,https://www.google.com/maps/place/La+Vecchia+Signora/data=!4m2!3m1!1s0x46525319df20559d:0xa860691093a0233d,success
LaLaLa,French,Restaurant,"Strandgade 98, 1401 København",Indre By,55.676634,12.5952404,4.3,473,,25 97 46 02,http://la-la-la.dk/,,No,No,https://www.google.com/maps/place/LaLaLa/data=!4m2!3m1!1s0x4652533b81a576b9:0x8ce31a0ede5998b5,success
Le Kaff,Coffee,Al Fresco,"Øresundsvej 158, 2300 København",Amager,55.6620153,12.631079,4.5,409,,31 31 09 99,https://www.instagram.com/pastabrostrand,Open · Closes 4.30 pm,No,No,https://www.google.com/maps/place/Le+Kaff/data=!4m2!3m1!1s0x4653acb831e73da9:0xb41ed5406e8e3eda,success
Le Week-End,,,"Enghavevej 20, 1674 København",Vesterbro,55.6698195,12.5453875,4.6,156,,88 27 64 44,http://www.leweekend.dk/,Permanently closed,Yes,No,https://www.google.com/maps/place/Le+Week-End/data=!4m2!3m1!1s0x465253d8a6be48a9:0x895782b23fdd25aa,success
Les Trois Cochons,French,Restaurant,"Værnedamsvej 10, 1619 København",Vesterbro,55.6737346,12.550013,4.1,"1,317",,33 31 70 55,https://cofoco.dk/les-trois-cochons/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=les-trois-cochons,,No,No,https://www.google.com/maps/place/Les+Trois+Cochons/data=!4m2!3m1!1s0x465253a010351c9b:0x73bb746f9a137a3e,success
Lille Fugl,Coffee; Pastry,Cafe,"Gammel Strand 48, 1202 København",Indre By,55.6776012,12.5776634,4.3,150,,93 63 42 14,https://www.flerefugle.dk/lille-fugl,Open · Closes 6.00 pm,No,No,https://www.google.com/maps/place/Lille+Fugl/data=!4m2!3m1!1s0x465253007cc1c445:0x553596ebef4bd015,success
Lille Petra,Coffee,Cafe,"Kronprinsessegade 4, 1306 København",Indre By,55.68287,12.5811342,4.3,276,,53 88 02 33,https://www.andtradition.com/lille-petra,Open · Closes 4.30 pm,No,No,https://www.google.com/maps/place/Lille+Petra/data=!4m2!3m1!1s0x4652530c1e16c0cb:0x2cd85a831121afb0,success
Louisiana,New Nordic,Museum; Restaurant,"Gl Strandvej 13, 3050 Humlebæk",,55.969549,12.542784,4.6,"17,580",,49 19 07 19,https://louisiana.dk/,Closed · Opens 11.00 am Tue,No,No,https://www.google.com/maps/place/Louisiana+Museum+of+Modern+Art/data=!4m2!3m1!1s0x46523707c3549aab:0x6a2fb944af11904e,success
Madklubben,Danish,Restaurant,"Solbjergvej 6, 2000 Frederiksberg",Frederiksberg,55.6810973,12.5320849,4.1,952,,38 41 41 70,https://www.madklubben.dk/restauranter/koebenhavn/madklubben/frederiksberg,Permanently closed,Yes,No,https://www.google.com/maps/place/Madklubben+Frederiksberg/data=!4m2!3m1!1s0x465253bb8cda27fb:0x8ac757a0a1b1a88f,success
Magasasa,Asian,Restaurant,"Flæsketorvet 54, 56, 1711 København",Vesterbro,55.6670453,12.5588606,4.0,"1,502",,33 23 80 89,http://www.magasasa.dk/,,No,No,https://www.google.com/maps/place/Magasasa+Dim+Sum+%26+Cocktails/data=!4m2!3m1!1s0x46525373dcd5aafd:0x33c9d1e00e2957,success
Maison d'Angleterre,Fastelavnsbolle,Cafe; Hotel,"Østergade 2, 1100 København",Indre By,55.6803408,12.5847903,4.2,103,,78 79 51 87,https://www.dangleterre.com/en/maison-dangleterre?utm_source=maisonGMB&utm_medium=organic,Open · Closes 5.00 pm,No,No,https://www.google.com/maps/place/Maison+d'Angleterre/data=!4m2!3m1!1s0x46525300f88a9071:0x4b7db35f3b5ec14b,success
Manon Les Suites,For Thought,Hotel,"Gyldenløvesgade 19, 1600 København",Vesterbro,55.6803753,12.5613464,4.4,"1,613",,45 70 00 15,https://guldsmedenhotels.com/manon-les-suites/?utm_source=google&utm_medium=organic&utm_campaign=manon_gbp&utm_content=website_button,,No,No,https://www.google.com/maps/place/Manon+Les+Suites/data=!4m2!3m1!1s0x46525308d8b7d82f:0x58d26dfb640f0041,success
Meyers Bageri,Fastelavnsbolle,Bakery,"Jægersborggade 9, 2200 København",Nørrebro,55.691859,12.5449609,4.6,446,,25 10 11 34,https://meyers.dk/bageri/meyers-bagerier/meyers-bageri-jaegersborggade/,Open · Closes 6.00 pm,No,No,https://www.google.com/maps/place/Meyers+Bageri/data=!4m2!3m1!1s0x465253ad95201c67:0x5a4372488f3002af,success
Mielcke & Hurtigkarl,New Nordic,Restaurant,"Frederiksberg Runddel 1, 2000 Frederiksberg",Frederiksberg,55.6747223,12.5308566,4.7,296,,38 34 84 36,http://www.mhcph.com/,Closed · Opens 6.00 pm Wed,No,No,https://www.google.com/maps/place/Restaurant+Mielcke+%26+Hurtigkarl/data=!4m2!3m1!1s0x465253bd7d8b75bd:0xc046592bf85ceaca,success
Mikkeller & Friends,Beer,Bar,"Stefansgade 35, KLD, 2200 København",Nørrebro,55.6946351,12.5431784,4.6,"1,554",,35 83 10 20,https://mikkeller.com/locations/mikkeller-and-friends,Opens soon · 2.00 pm,No,No,https://www.google.com/maps/place/Mikkeller+%26+Friends/data=!4m2!3m1!1s0x465253b29700c4a5:0x1ad4782463fae099,success
Mikkeller Bar,Beer,Bar,,,55.869147,11.228027,,,,,,,No,No,https://www.google.com/maps/place/Mikkeller+Bar/data=\!4m2\!3m1\!1s0x46525374b2df023b:0xd76b2a988415e3b,success
Morsel Bao,Asian; Street Food,Restaurant; Take Away,"Godthåbsvej 48, st th, 2000 Frederiksberg",Frederiksberg,55.6871212,12.5313313,4.3,304,,91 88 87 41,http://www.herepho.dk/,,No,No,https://www.google.com/maps/place/Morsel+Bao/data=!4m2!3m1!1s0x465253c33aada8c1:0x1cdca44a3333140,success
Nagoya/Hufu,Asian,Restaurant,"DK, Sølvgade 84, 1307 København",Indre By,55.6897378,12.5741199,4.1,645,,22 74 44 42,https://hufu-sushi.dk/,Opens soon · 2.00 pm,No,No,https://www.google.com/maps/place/Restaurant+Nagoya/data=!4m2!3m1!1s0x4652530323898399:0xae656db8f82cbf7a,success
Nebbiolo,Wine,Bar,"Store Strandstræde 18, 1255 København",Indre By,55.6811463,12.5893179,4.5,743,,60 10 11 09,http://www.nebbiolo-winebar.com/,Closed · Opens 3.00 pm,No,No,https://www.google.com/maps/place/Nebbiolo+Winebar/data=!4m2!3m1!1s0x46525322a484b8db:0xd5a201e9403a0047,success
NENI/25h,Mediterranean,Restaurant; Hotel,"Pilestræde 65, 1112 København",Indre By,55.6816184,12.5769999,4.2,423,,88 77 24 20,https://nenifood.com/restaurants/kopenhagen,Open · Closes 3.00 pm · Reopens 5.00 pm,No,No,https://www.google.com/maps/place/NENI+Copenhagen/data=!4m2!3m1!1s0x46525308a55bdd09:0xb6ed5ef86613d3cd,success
Noma,New Nordic,Restaurant,"Refshalevej 96, 1432 København",Refshaleøen,55.6828273,12.6104808,4.6,"2,398",,32 96 32 97,https://noma.dk/,Closed · Opens 5.00 pm Wed,No,No,https://www.google.com/maps/place/Noma/data=!4m2!3m1!1s0x4652533b679080a5:0x42eaecc5eb37e114,success
Nærvær,New Nordic; Wine,Restaurant; Bar; Al Fresco,"Strandgade 87 E, 1401 København",Indre By,55.677212,12.5965141,3.9,634,,77 30 12 11,http://www.naervaer.dk/,Open · Closes 12.00 am,No,No,https://www.google.com/maps/place/N%C3%A6rv%C3%A6r/data=!4m2!3m1!1s0x4652533b71ddb2a7:0x251a5ffc72c27fb9,success
OMAR,New Nordic,Restaurant,"Refsnæsgade 32, 2200 København",Nørrebro,55.6958748,12.5562554,4.6,662,,27 51 52 57,https://www.restaurantomar.dk/,Open · Closes 12.00 am,No,No,https://www.google.com/maps/place/OMAR/data=!4m2!3m1!1s0x46525254c476dc27:0xd0212e0a3c02acb3,success
Original Coffee Illum Rooftop,Coffee,Cafe; Rooftop,"Østergade 60, 1100 København",Indre By,55.679095,12.579869,3.9,105,,28 75 63 12,http://www.originalcoffee.dk/,Open · Closes 8.00 pm,No,No,https://www.google.com/maps/place/Original+Coffee+Illum+Rooftop/data=!4m2!3m1!1s0x4652531738efffff:0xa5889022ec6d94c4,success
Paloma,Cocktails,Bar,"Guldbergsgade 51A, 2200 København",Nørrebro,55.6933849,12.5552351,4.7,257,,,http://palomacph.dk/,Closed · Opens 3.00 pm,No,No,https://www.google.com/maps/place/Paloma/data=!4m2!3m1!1s0x465253ab17a4f6f3:0x351ce783a5f82cb4,success
Paté Paté,New Nordic,Restaurant,"Slagterboderne 1, 1716 København",Vesterbro,55.6691778,12.5585798,4.2,"1,392",,,https://www.patepate.dk/?utm_source=GBP&utm_medium=organic,,No,No,https://www.google.com/maps/place/Pat%C3%A9+Pat%C3%A9/data=!4m2!3m1!1s0x46525373829a0b59:0x8878eeb558b5bcc4,success
Pauli,New Nordic,Restaurant,"Borgbjergsvej 13, 2450 København",Sydhavn,55.6517684,12.5379066,4.8,332,,31 21 49 90,https://paulicph.dk/,Temporarily closed,No,Yes,https://www.google.com/maps/place/Pauli/data=!4m2!3m1!1s0x4652533d6ca7f7bb:0x1f07d699b2a949e4,success
Pinden Bar,Cocktails; Beer,Bar,"Reventlowsgade 4, 1651 København",Vesterbro,55.6733667,12.5627836,4.3,294,,,https://www.instagram.com/pindenbar/,,No,No,https://www.google.com/maps/place/Pinden+Bar/data=!4m2!3m1!1s0x4652530ce5e2190f:0x97f491638c65edc4,success
POPL Burger,Burgers,Restaurant,"Strandgade 108, 1401 København",Indre By,55.6776052,12.5977571,4.0,"2,695",,32 96 32 92,https://poplburger.com/,,No,No,https://www.google.com/maps/place/POPL+Burger/data=!4m2!3m1!1s0x4652531d844fec25:0x2c8bd5cba93ff412,success
Poulette,Burgers,Take Away,"Møllegade 1, 2200 København",Nørrebro,55.6904923,12.5552853,3.9,"1,534",,,http://etteetteette.dk/poulette,Open · Closes 8.00 pm,No,No,https://www.google.com/maps/place/Poulette/data=!4m2!3m1!1s0x4652530e4aadfd59:0x8acb0aec1fb999e5,success
Propaganda,Asian,Restaurant,"Vester Farimagsgade 2, 1606 København",Vesterbro,55.6747759,12.5623375,4.2,354,,33 38 22 00,http://propagandakitchen.dk/,Closed · Opens 5.00 pm,No,No,https://www.google.com/maps/place/Propaganda+Kitchen+%26+Wine/data=!4m2!3m1!1s0x465253f4f79be187:0xaf2114d6b51cbf20,success
Pulp bar,Cocktails,Bar,"Sankt Hans Torv 3, 2200 København",Nørrebro,55.6904593,12.5604575,4.8,222,,,http://www.pulpbar.dk/,Closed · Opens 5.00 pm Tue,No,No,https://www.google.com/maps/place/Pulp+bar/data=!4m2!3m1!1s0x465253ab515d5365:0xc291f1e6c2701412,success
Radio,New Nordic,Restaurant,"Julius Thomsens Gade 12, 1632 København",Vesterbro,55.6821074,12.5544671,4.4,541,,25 10 27 33,http://www.restaurantradio.dk/,Closed · Opens 5.30 pm Tue,No,No,https://www.google.com/maps/place/Restaurant+Radio/data=!4m2!3m1!1s0x465253a78dc6a977:0x853407e553a7eafe,success
Ramen to Bíiru Vesterbro,Asian; Beer,Restaurant,"Enghavevej 58, 1674 København",Vesterbro,55.6656402,12.5429552,4.4,"1,897",,32 26 90 90,https://ramentobiiru.dk/vesterbro/,,No,No,https://www.google.com/maps/place/Ramen+to+B%C3%ADiru+Vesterbro/data=!4m2!3m1!1s0x4652539c530bd8f3:0xd8f3813013538bcf,success
Rebel,New Nordic,Restaurant,"Store Kongensgade 52, 1264 København",Indre By,55.6834256,12.5870961,4.3,450,,33 32 32 09,http://www.restaurantrebel.dk/,,No,No,https://www.google.com/maps/place/Rebel/data=!4m2!3m1!1s0x46525318ed96dea7:0x34760d4128185a37,success
Reffen,Street Food,Al Fresco,"Refshalevej 167, 1432 København",Refshaleøen,55.6936333,12.6082318,4.6,"13,238",,33 93 07 60,http://reffen.dk/,,No,No,https://www.google.com/maps/place/Reffen+-+Copenhagen+Street+Food/data=!4m2!3m1!1s0x465252d76903d127:0xdce7be4eb8549aa0,success
Restaurant Aure,New Nordic,Restaurant,"Krudtløbsvej 8, 1439 København",Holmen,55.6842488,12.6103819,4.8,102,,31 68 65 68,https://www.restaurantaure.dk/,Closed · Opens 6.00 pm Wed,No,No,https://www.google.com/maps/place/Restaurant+Aure/data=!4m2!3m1!1s0x465253c2d204ff57:0xa9773919c45f5246,success
Retour Steak,Steak,Restaurant,"Trommesalen 5, 1614 København",Vesterbro,55.6739472,12.5605354,4.3,"1,204",,33 16 17 19,https://restaurantretour.dk/,Closed · Opens 5.00 pm,No,No,https://www.google.com/maps/place/Retour+Steak+Vesterbro/data=!4m2!3m1!1s0x4652530c852f7501:0x50f69f404787665a,success
Rist,Coffee,Cafe,"Værnedamsvej 4, B, 1619 København",Vesterbro,55.6732518,12.5500816,4.5,316,,33 31 47 77,http://www.ristkaffebar.dk/,Open · Closes 7.00 pm,No,No,https://www.google.com/maps/place/Rist/data=!4m2!3m1!1s0x465253a0049e31ad:0xebf42b2d986d8455,success
Riviera,Fastelavnsbolle,Cafe,"Nansensgade 64, 1366 København",Indre By,55.6836487,12.5654745,4.4,284,,,,Open · Closes 4.00 pm,No,No,https://www.google.com/maps/place/Riviera/data=!4m2!3m1!1s0x4652536bbaa4ac13:0x34e841e7c3cc40fb,success
ROAST Coffee,Coffee,Cafe,"Vestmannagade 4, 2300 København",Amager,55.6683323,12.5795253,4.9,845,,,http://roast.com/,Open · Closes 6.00 pm,No,No,https://www.google.com/maps/place/ROAST+Coffee/data=!4m2!3m1!1s0x4652536aee25278d:0xcb7b34ee823a5849,success
Rondo,Fastelavnsbolle,Bakery,"Sjællandsgade 7, 2200 København",Nørrebro,55.6932303,12.5522123,4.5,310,,55 55 09 90,http://www.rondo.dk/,Open · Closes 5.00 pm,No,No,https://www.google.com/maps/place/Rondo/data=!4m2!3m1!1s0x4652537ae0a512b3:0x72b66bc2215f7ca4,success
Rufino Osteria,Italian,Restaurant,"Strandgade 14, 1401 København",Indre By,55.6733692,12.5891116,4.4,960,,53 79 77 48,https://www.rufino.dk/,Closed · Opens 5.00 pm,No,No,https://www.google.com/maps/place/Rufino+Osteria/data=!4m2!3m1!1s0x4652533e8a09277f:0xaef32cbb2b47510f,success
Rungsted Badestrand,,Al Fresco,2960 Hørsholm,,55.8831628,12.547861,4.4,46,,48 49 20 50,,,No,No,https://www.google.com/maps/place/Rungsted+Badestrand/data=!4m2!3m1!1s0x465249a3903b8151:0xd9c3be2632c2dbf2,success
San Marco JUNIOR,Brunch,Restaurant,"Falkoner Alle 10, 2000 Frederiksberg",Frederiksberg,55.6792282,12.5337791,4.6,"1,003",,33 24 95 76,https://www.sanmarcojunior.dk/,Open · Closes 11.00 pm,No,No,https://www.google.com/maps/place/San+Marco+JUNIOR/data=!4m2!3m1!1s0x465253bc8e511a85:0x47c403042c66e17c,success
Sidecar,Brunch,Restaurant,"Skyttegade 5, 2200 København",Nørrebro,55.6871005,12.5492969,4.5,"1,578",,20 99 97 27,https://sidecarnoerrebro.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,,No,No,https://www.google.com/maps/place/Sidecar/data=!4m2!3m1!1s0x465253a92aa9b74d:0xd18e88bb0537695a,success
Skodsborg Spa Hotel,For Thought,Hotel,"Skodsborg Strandvej 139, 2942 Skodsborg",,55.819622,12.5741157,4.4,"1,366",,45 58 58 00,https://skodsborg.dk/,,No,No,https://www.google.com/maps/place/Skodsborg+Spa+Hotel/data=!4m2!3m1!1s0x46524c0faebbb323:0x6892f8b47044496c,success
Slowburn Brewing Co-op,Beer,Bar,"Fængselsvej 43, 2620 Albertslund",Albertslund,55.6603374,12.3469731,4.7,186,,31 31 35 41,https://slowburn.coop/,Closed · Opens 3.00 pm Wed,No,No,https://www.google.com/maps/place/Slowburn+Brewing+Co-op/data=!4m2!3m1!1s0x4652574f16779c53:0x3c5bd003e259e459,success
Social Foodies,Ice Cream,Al Fresco,"Vedbæk Strandvej 391, 2950 Vedbæk",,55.8502656,12.5688246,4.3,194,,22 10 05 90,http://www.socialfoodies.dk/,Open · Closes 10.00 pm,No,No,"https://www.google.com/maps/place/Social+Foodies,+Vedb%C3%A6k/data=!4m2!3m1!1s0x46524be018975609:0x5a14fd9f5f0c9bee",success
Sonny,Coffee,Cafe,"Frederiksberg Allé 12, 1820 Frederiksberg",Frederiksberg,55.673298,12.548232,4.2,192,,53 89 18 20,http://www.sonnycph.dk/,Open · Closes 5.00 pm,No,No,https://www.google.com/maps/place/Sonny/data=!4m2!3m1!1s0x4652532b33d70543:0x5c915e699a2e5377,success
Spiseloppen,Vegetarian,Restaurant,"Bådsmandsstræde 43, 1407 København",Indre By,55.673821,12.5969631,4.4,466,,32 57 95 58,http://spiseloppen.dk/,Closed · Opens 5.00 pm Tue,No,No,https://www.google.com/maps/place/Spiseloppen/data=!4m2!3m1!1s0x4652533963ed387f:0xc7782eaad0829db4,success
SSAM,Asian,Restaurant,"Colbjørnsensgade 7, 1652 København",Vesterbro,55.6726483,12.5620931,4.2,"2,150",,28 18 35 18,http://ssam.dk/,,No,No,https://www.google.com/maps/place/SSAM/data=!4m2!3m1!1s0x4652530cc47b16d1:0x92bbd0496f8527ef,success
Sticks'n'Sushi,Asian,Restaurant,"Arni Magnussons Gade 2, 1577 København",Vesterbro,55.6657773,12.5661667,4.4,"2,242",,88 32 95 95,https://www.sticksnsushi.com/dk/en/restaurants/tivoli/,,No,No,https://www.google.com/maps/place/Sticks'n'Sushi/data=!4m2!3m1!1s0x4652536de2ad6529:0x3da6cd8e4066e59a,success
Sticks'n'Sushi,Asian,Restaurant,"Gl. Kongevej 120, 1850 Frederiksberg",Frederiksberg,55.6764177,12.5420522,4.4,548,,33 29 00 10,https://www.sticksnsushi.com/dk/en/restaurants/frederiksberg/,,No,No,https://www.google.com/maps/place/Sticks'n'Sushi+Frederiksberg/data=!4m2!3m1!1s0x465253a23507e78d:0xf2949bb10cefaef8,success
Strøm,Cocktails,Bar,"Niels Hemmingsens Gade 32, 1153 København",Indre By,55.6802524,12.5761216,4.5,615,,,http://www.strombar.dk/,Closed · Opens 6.00 pm Tue,No,No,https://www.google.com/maps/place/Str%C3%B8m/data=!4m2!3m1!1s0x4652530e4f9f66ef:0x1240647ff62b68a4,success
studio x kitchen,Brunch,Cafe,"Dronningens Tværgade 52, 1302 København",Indre By,55.6846875,12.5835836,4.6,768,,,http://instagram.com/studioxkitchen,Open · Closes 4.30 pm,No,No,https://www.google.com/maps/place/studio+x+kitchen/data=!4m2!3m1!1s0x4652531aed91d959:0x66ae5e9f8f10b75c,success
Sult,Brunch,Restaurant,"Vognmagergade 8 B, 1120 København",Indre By,55.6827354,12.5783767,4.2,"1,171",,33 74 34 17,https://meyers.dk/restaurant-sult/,Closed · Opens 5.00 pm Tue,No,No,https://www.google.com/maps/place/Sult/data=!4m2!3m1!1s0x4652531a150efe23:0x7b518c9d1fee5691,success
Tandoori Masala,Asian,Restaurant; Take Away,"Nørrebrogade 35, 2200 København",Nørrebro,55.6883549,12.5587178,4.3,401,,35 35 35 27,http://www.tandoori-masala.dk/,,No,No,https://www.google.com/maps/place/Tandoori+Masala/data=!4m2!3m1!1s0x4652530756cd09cf:0x818af6ee22d52816,success
The Artisan,Coffee,Cafe,"Sortedam Dossering 45A, 2200 København",Nørrebro,55.6919995,12.5688717,4.8,657,,,https://theartisan.dk/,Open · Closes 5.00 pm,No,No,https://www.google.com/maps/place/The+Artisan+Copenhagen/data=!4m2!3m1!1s0x46525315e7a59919:0x9176f2485e069ac5,success
The Happiness Museum,For Thought,Museum,"Admiralgade 19, 1066 København",Indre By,55.6779802,12.5820349,4.4,534,,,http://thehappinessmuseum.com/,Open · Closes 6.00 pm,No,No,https://www.google.com/maps/place/The+Happiness+Museum/data=!4m2!3m1!1s0x465253ea82a29b47:0x70c8195bfc0e4693,success
The Hill House Museum,Coffee,Cafe,"Rahbeks Alle 23, 1801 Frederiksberg",Frederiksberg,55.6683153,12.5321411,4.3,289,,69 13 80 90,https://frederiksbergmuseerne.dk/da/bakkehuset/,Temporarily closed,No,Yes,https://www.google.com/maps/place/The+Hill+House+Museum/data=!4m2!3m1!1s0x4652539a07e89d73:0x286b51e42c2bdf52,success
The Sixteen Twelve,Brunch,Cafe,"Jægersborggade 8 KL TH, 2200 København",Nørrebro,55.6919857,12.5451002,4.4,643,,93 10 94 07,http://www.sixteentwelve.dk/,,No,No,https://www.google.com/maps/place/The+Sixteen+Twelve/data=!4m2!3m1!1s0x465253996115ee63:0xe0c6534cfaf49399,success
THE SPOT,Coffee,Cafe,"Else Alfelts Vej 65, ST. TV, 2300 København",Amager,55.6185203,12.5693298,4.7,597,,42 90 54 83,http://thespot.dk/,Open · Closes 4.00 pm,No,No,https://www.google.com/maps/place/THE+SPOT/data=!4m2!3m1!1s0x465255bc1477c0c3:0xe8b41b9247ef9fb4,success
The Taj Take Away,Asian,Take Away,"Øresundsvej 22, 2300 København",Amager,55.6595952,12.6109001,4.1,111,,81 44 11 78,https://www.thetaj.dk/,Closed · Opens 4.00 pm,No,No,https://www.google.com/maps/place/The+Taj+Take+Away+%C3%98resundsvej/data=!4m2!3m1!1s0x4652514500e7cfef:0xf9adc40dc45a69,success
Tivoli Food Hall,Street Food,Take Away,"Bernstorffsgade 3, 1577 København",Vesterbro,55.674297,12.5653477,4.2,"5,387",,,https://www.tivoli.dk/mad-og-drikke/tivoli-food-hall?&utm_source=google&utm_medium=organic&utm_campaign=gmb,Open · Closes 9.00 pm,No,No,https://www.google.com/maps/place/Tivoli+Food+Hall/data=!4m2!3m1!1s0x46525312b21fff39:0x7ebaf693e5fc09b5,success
Tommi's Burger Joint,Burgers,Take Away; Al Fresco,"Høkerboderne 21, 23, 1712 København",Vesterbro,55.6682667,12.5580631,4.3,"2,876",,33 31 34 34,https://www.burgerjoint.dk/kodbyen,Open · Closes 9.00 pm,No,No,https://www.google.com/maps/place/Tommi's+Burger+Joint+K%C3%B8dbyen/data=!4m2!3m1!1s0x46525311b33eedb7:0xb9e3acfe63e58e39,success
Torvehallerne,Street Food,Take Away,"Frederiksborggade 21, 1362 København",Indre By,55.6837848,12.568928,4.5,"16,668",,,http://torvehallernekbh.dk/,Open · Closes 7.00 pm,No,No,https://www.google.com/maps/place/Torvehallerne/data=!4m2!3m1!1s0x465253051285311b:0x7374ede35ce9623b,success
Vega,For Thought,Music,"Enghavevej 40, 1674 København",Vesterbro,55.6681108,12.5438031,4.5,"4,346",,33 25 70 11,http://www.vega.dk/?utm_source=google&utm_medium=gmb&utm_campaign=websiteklik,,No,No,https://www.google.com/maps/place/Vega/data=!4m2!3m1!1s0x4652539e80687c13:0xf5202e524e3eb86f,success
